Material ;Materialbeschreibung ;Liefereinheit;Maßeinheit ;Bearbeitbares Material ;Industrie;Katalogbeschreibung ;EAN/UPC;EAN in Auftragseinheit ;Materialklassifizierung ;UNSPSC Klassifizierung ;Statische Warennummer ;Herkunftsland ;Lager ;Arbeitshöchstgeschwindigkeit;Max. RPM ;Einheit;Bruttogewicht ;Nettogewicht ;Gewichtseinheit ;Form;Formzusatz;Form beschreibung;Korngröße ;Spezifikation ;Abmessung ;Hauptabmessung 1;Hauptabmessung 12;Hauptabmessung 3;Hauptabmessung 5;Hauptbild ;Bild Frontansicht;Bild Rückansicht ;Bild Seitenansicht ;Bild isometrisch ;Gruppenbild ;Bild Detail ;Anwendungsbild ;Qualitätslinie ;Level 1 ID;Level 1;Level 2 ID;Level 2;Level 3 ID;Level 3;Level 4 ID;Level 4;Materialbezeichnung ;Materialbezeichnung (ohne Tyrolit);Materialbezeichnung (60 Zeichen);Materialbezeichnung (50 Zeichen);Materialbezeichnung (40 Zeichen);Materialbezeichnung (30 Zeichen);Materialuntertitel (30 Zeichen);Titel Produktbeschreibung ;Produktuntertitel ;Beschreibung Kurztext ;Beschreibung Langtext ;Anwendung 1;Anwendung 2;Anwendung 3;Empfehlung 1 ;Empfehlung 2;Empfehlung 3;Empfehlung 4;Empfehlung 5;Produktvorteil 1 ;Produktvorteil 2;Produktvorteil 3;Produktvorteil 4;Produktvorteil 5;Materialgruppe ;Video 1 ;Video 1 Kategorie ;Video 2 ;Video 2 - Kategorie;Video 3 ;Video 3 - Kategorie ;Video 4;Video 4 - Kategorie ;Video 5 ;Video 5 - Kategorie 
846442;100 SS 00174 6;1;ST;Materialunabhängig;"Schleifen;B2C Shop";100 SS 00174 Schleifwerkzeug R/3;9003178464422;9009018464423;21011390;31191500;73269098;AT;X;0;0;rpm;0,07;0,07;kg;100 SS;;;0;VPE = 1 Stk.;D;6;6;0;0;629__100ss_s6xh10xm10_tn803404_mdb.jpg;;;;629__100ss_s6xh10xm10_tn803404_mdb.jpg;;;;PREMIUM;20003;Schleifscheiben;20021;Schleifscheiben Geradschleifer ;256;Geradschleifer;629;Zubehör für Schruppscheiben 1F80;Tyrolit Spanndorn für Trenn-, Schleif- und Kompaktscheiben S6/H6/M6 PREMIUM;Spanndorn für Trenn-, Schleif- und Kompaktscheiben S6/H6/M6 PREMIUM;Tyrolit Spanndorn S6/H6/M6 PREMIUM;Tyrolit Spanndorn S6/H6/M6 PREMIUM;Tyrolit Spanndorn S6/H6/M6;Tyrolit Spanndorn PREMIUM;S6/H6/M6;Zubehör;für Schruppscheiben 1F80;Hochqualitatives Zubehör zum Aufspannen aller im Tyrolit-Sortiment erhältlichen Schruppscheiben für den Geradschleifer.;Mit dem PREMIUM Zubehör für 1F80 Schruppscheiben erreichen Sie größtmögliche Sicherheit bei einfachster Handhabung. Gefertigt aus vergütetem Werkzeugstahl eignet sich dieses Werkzeug für alle gängigen Geradschleifer und biegsame Wellen. ;Für die Anwendung am Geradschleifer;"Typennummer 803404 für Abmessung S6/H10/M10 Spezifikation SS171
Typennummer 846442 für Abmessung S6/H6/M6 Spezifikation SS174";;Bei der Anwendung höchstzulässige Drehzahl beachten;;;;;Eignet sich zum Aufspannen aller im Tyrolit Sortiment erhältlichen Schruppscheiben für den Geradschleifer;Einfache Handhabung und größtmögliche Sicherheit für den Anwender;Aus vergütetem Werkzeugstahl für Geradschleifer und biegsame Wellen;;;ZZZ10;;;;;;;;;;
84809;6 150x70x28 SD33A36HH8PVK3F;1;ST;"Stahl;HSS";"Präzision Handel;B2C Shop";6 ZYLINDRISCHER SCHLEIFTOPF;9003170848091;;21011313;31191506;68042230;AT;S;32;0;rpm;1,326;1,241;kg;6;;zylindrische Schleiftöpfe;36;W17 / E16;D x T x H;150 x 70 x 28;150;70;28;33035__6_sn5889_iso_mdb.jpg;33035__6_sn5889_iso_mdb.jpg;;;33035__6_sn5889_iso_mdb.jpg;;;;Keine Qualitätslinie;20009;Präzisionsschleifmittel;20054;Werkzeugschleifscheiben;31317;Werkzeugschleifscheiben;33035;Keramische Schleifscheiben für den Trockenschliff für Stahl und HSS;Tyrolit Schleiftopf Trockenschliff 150x70x28 mm SD33A36 HH8 V Stahl/HSS;Schleiftopf Trockenschliff 150x70x28 mm SD33A36 HH8 V Stahl/HSS;Tyrolit Schleiftopf SD33A36 HH8 V 150x70x28 Stahl/HSS;Tyrolit Schleiftopf 150x70x28 Stahl/HSS;Tyrolit Schleiftopf 150x70x28;Tyrolit Schleiftopf;150x70x28 Stahl/HSS;Keramische Schleifscheiben für den Trockenschliff;für Stahl und HSS;Keramisch konventionelle Schleifscheibe für die Bearbeitung aller spanabhebenden Werkzeuge für die Holz- und Metallindustrie sowie diverser Schermesser.;Mit diesem Werkzeug schleifen sie sämtliche spanabhebenden Werkzeuge für die Holz- und Metallindustrie sowie diverse Schermesser. Bei diesen Produkten handelt es sich um Teller- und Topfscheiben mit Edelkorund weiß bzw. Sinterkorundmischungen, welche im Trockenschliff angewandt werden. Durch die abgestimmte Spezifikation dieses Werkzeuges werden Verfärbungen an den Werkstücken verhindert.;Für die Bearbeitung sämtlicher spanabhebender Werkzeuge für die Holz- und Metallindustrie sowie diverser Schermesser aus Stahl und HSS;;;;;;;;Universeller Einsatz auf Stahl;Keine Werkstückverfärbungen;Individuell abstimmbar;;;AKV50;;;;;;;;;;
849597;1 300x30x76,2 SD56A46II8PVK3F;1;ST;"Stahl;HSS";Präzision Handel;1 GERADE SCHLEIFSCHEIBE;9003178495976;;21011311;31191506;68042230;AT;S;35;0;rpm;3,858;3,732;kg;1;;gerade Schleifscheibe;46;SD56A 46 II8P VK3 F;D x T x H;300 x 30 x 76,2;300;30;76,2;32365__5_300x50x127_93a46h8av217_tn664642_front_mdb.jpg;32365__5_300x50x127_93a46h8av217_tn664642_front_mdb.jpg;;32365__5_300x50x127_93a46h8av217_tn664642_side_mdb_1.jpg;32365__5_300x50x127_93a46h8av217_tn664642_iso_mdb.jpg;;;;Keine Qualitätslinie;20009;Präzisionsschleifmittel;20052;Pendelflachschleifwerkzeug;31315;Pendelflachschleifwerkzeug;32365;Pendelflachschleifscheiben keramisch konv. für un- und niedriglegierte Stähle;Tyrolit Pendelflachschleifscheibe gerade 300x30x76,2 A46 V Stahl;Pendelflachschleifscheibe gerade 300x30x76,2 A46 V Stahl;Tyrolit Pendelflachschleifscheibe 300x30x76,2 Stahl;Tyrolit Pendelflachschleifscheibe 300x30x76,2;Tyrolit Pendelflachschleifscheibe;Tyrolit Pendelflachschleifsch.;300x30x76,2 Stahl;Pendelflachschleifscheiben keramisch konv.;für un- und niedriglegierte Stähle;Keramisch konventionelle Pendelflachschleifscheibe für das Schrupp- und Feinschleifen von Werkstücken aus un- und niedriglegierten Stählen. Geeignet für Flachschleifmaschinen.;Pendelflachschleifscheiben werden vor allem im Maschinen- und Formenbau zum Schrupp- und Feinschleifen eingesetzt. Ihr Ziel ist es, ebene oder gerade Werkstückoberflächen zu erzielen. Der Einsatz von hochporösen Schleifkörpern und Spezialkorunden führt zu einem optimalen Oberflächenergebnis und hoher Abschliffleistung. Durch in Härte und Struktur abgestimmte Spezifikationen für un- und niedriglegierte Stähle ergeben sich ausgezeichnete Schleifergebnisse.;Zum Schrupp- und Feinschleifen im Maschinen- und Formenbau;Besseres Verschleißverhalten zu SD33A Spezifikation;Ebenso auf gehärteten Stahl geeignet - teilweise bis zu 60 HRC;;;;;;Kühler Schliff;Selbstschärfend;Hohe Standzeit;;;AKV20;;;;;;;;;;
850011;HAUFN 115xSW12SDS;1;ST;Materialunabhängig;Baufachhandel;Hohlbohreraufnahme;9003178500113;9009018500114;21011390;31191500;82075090;DE;N;0;0;rpm;0,28;0,28;kg;HAUFN;;;0;VPE = 1 Stk.;"D x Y;AUF";115 x SW12SDS;115;0;0;560__centering_spikes_tn707834_mdb.jpg;560__centering_spikes_tn707834_mdb.jpg;;;;;;;Keine Qualitätslinie;20011;Diamantwerkzeuge;20031;Zubehör;62;Kernbohren;560;Anschlüsse für alle gängigen Maschinen Zubehör Trockenbohrkronen;Tyrolit Adapter HEX SW12-SDS M16 Male Länge 115 mm Zentrierbohrer SDS ;Adapter HEX SW12-SDS M16 Male Länge 115 mm Zentrierbohrer SDS  ;Adapter HEX SW12-SDS M16 Male Länge 115 mm;Adapter HEX SW12-SDS M16 Male Länge 115 mm;Adapter HEX SW12-SDS M16 Male;Adapter HEX SW12-SDS M16 Male;;Anschlüsse für alle gängigen Maschinen;Zubehör Trockenbohrkronen;Adapter passend für alle handelsüblichen Maschinen – mit und ohne Softschlag. Anschluss Bohrkrone: M16.;;;;;;;;;;;;;;;ZZZ50;;;;;;;;;;
850026;HAUFN 100xM16;1;ST;Materialunabhängig;Baufachhandel;Hohlbohreraufnahme;9003178500267;9009018500268;21011390;31191500;82075090;DE;N;0;0;rpm;0,28;0,28;kg;HAUFN;;;0;VPE = 1 Stk.;"D x Y;AUF";100 x M16;100;0;0;560__centering_spikes_tn707834_mdb.jpg;560__centering_spikes_tn707834_mdb.jpg;;;;;;;Keine Qualitätslinie;20011;Diamantwerkzeuge;20031;Zubehör;62;Kernbohren;560;Anschlüsse für alle gängigen Maschinen Zubehör Trockenbohrkronen;"Tyrolit Adapter 5/8"" M16 Male Länge 100 mm Zentrierbohrer SDS  ";"Adapter 5/8"" M16 Male Länge 100 mm Zentrierbohrer SDS   ";"Adapter 5/8"" M16 Male Länge 100 mm Zentrierbohrer SDS ";"Adapter 5/8"" M16 Male Länge 100 mm";"Adapter 5/8"" M16 Male Länge 100 mm";"Adapter 5/8"" M16 Male";;Anschlüsse für alle gängigen Maschinen;Zubehör Trockenbohrkronen;Adapter passend für alle handelsüblichen Maschinen – mit und ohne Softschlag. Anschluss Bohrkrone: M16.;;;;;;;;;;;;;;;ZZZ50;;;;;;;;;;
850504;1 180x13x31,75 89A60K5AV217;1;ST;"Stahl;HSS";Präzision Handel;1 GERADE SCHLEIFSCHEIBE;9003178505040;;21011311;31191506;68042230;CZ;S;40;0;rpm;0,755;0,755;kg;1;;gerade Schleifscheibe;60;89A 60 K5A V217;D x T x H;180 x 13 x 31,75;180;13;31,75;;;;;;;;;Keine Qualitätslinie;20009;Präzisionsschleifmittel;20052;Pendelflachschleifwerkzeug;31315;Pendelflachschleifwerkzeug;36276;Alternative Lagerartikel für un- und niedriglegierte Stähle;Tyrolit Pendelflachschleifscheibe gerade 180x13x31,75 A60 V Stahl;Pendelflachschleifscheibe gerade 180x13x31,75 A60 V Stahl;Tyrolit Pendelflachschleifscheibe 180x13x31,75 Stahl;Tyrolit Pendelflachschleifscheibe 180x13x31,75;Tyrolit Pendelflachschleifscheibe;Tyrolit Pendelflachschleifsch.;180x13x31,75 Stahl;Alternative Lagerartikel;für un- und niedriglegierte Stähle;;;;;;;;;;;;;;;;AKV10;;;;;;;;;;
853353;1 150x25x32 89A46M5AV217;1;ST;"Stahl;HSS";"Präzision Handel;B2C Shop";1 GERADE SCHLEIFSCHEIBE;9003178533531;;21011311;31191506;68042230;CZ;X;40;0;rpm;1;1;kg;1;;gerade Schleifscheibe;46;89A46M5AV217;D x T x H;150 x 25 x 32;150;25;32;854__1_sn2699_front_mdb.jpg;854__1_sn2699_front_mdb.jpg;;;;;;;Keine Qualitätslinie;20009;Präzisionsschleifmittel;20053;Schleifbockscheiben;134;Schleifbock;854;Schleifbockscheiben keramisch konventionell für hochlegierte Stähle und HSS;Tyrolit Schleifbockscheibe keramisch 150x25x32 mm A46 M5 V Stahl/HSS;Schleifbockscheibe keramisch 150x25x32 mm A46 M5 V Stahl/HSS;Tyrolit Schleifbockscheibe 150x25x32 Stahl/HSS;Tyrolit Schleifbockscheibe 150x25x32 mm;Tyrolit Schleifbockscheibe 150x25x32;Tyrolit Schleifbockscheibe;keramisch 150x25x32 mm;Schleifbockscheiben keramisch konventionell;für hochlegierte Stähle und HSS;Hochwertige keramisch konventionelle Schleifscheibe zum Schleifen und Schärfen von temperaturempfindlichen Stählen und HSS-Werkzeugen. Geeignet für den Schleifbock. ;Diese Scheibe wird bevorzugt eingesetzt zum Schleifen und Schärfen von temperaturempfindlichen Stählen und HSS-Werkzeugen. Der Einsatz von Edelkorund erzeugt einen besonders kühlen Schliff, um das Werkstück nicht zusätzlich thermisch zu belasten. Wir bieten Ihnen ein großes Spektrum an Dimensionen, um die gängigsten Anwendungen abzudecken. Ein Reduzierringset ist bereits in der Verpackung enthalten und kann auch nachbestellt werden.;Zum Schleifen und Schärfen von temperaturempfindlichen Stählen und HSS-Werkzeugen;;;Ein Reduzierringset ist bereits in der Verpackung enthalten und kann auch nachbestellt werden;;;;;Kühler Schliff;Hohe Laufruhe;;;;AKV10;;;;;;;;;;
853680;50AP 20x33x5 W5R071004;1;ST;Materialunabhängig;Präzision Handel;50AP- ABRICHTPLATTE;9003178536808;9009018536809;21011313;31191502;82079010;DE;S;0;0;rpm;0,033;0,033;kg;50AP-;AP;;0;10 - 2;D/B x T x H/L;20 x 33 x 5;20;33;5;898__50ap2_50ap4_tn477753_tn853704_front_mdb.jpg;898__50ap_diamond_dressing_plate_iso_mdb.jpg;;;;;;;Keine Qualitätslinie;20009;Präzisionsschleifmittel;20066;Abricht- und Schärfwerkzeuge;28388;Abricht- und Schärfwerkzeug;898;Diamant- / CSS-Abrichtplatten stehend für Korund- und Siliciumcarbidscheiben;Tyrolit Abrichtplatte 20x33x5 mm 5 Dia Stäbchen D W3R071004;Abrichtplatte 20x33x5 mm 5 Dia Stäbchen D W3R071004;Tyrolit Abrichtplatte;Tyrolit Abrichtplatte 20x33x5;Tyrolit Abrichtplatte 20x33x5;Tyrolit Abrichtplatte;5 Dia Stäbchen;Diamant- / CSS-Abrichtplatten stehend;für Korund- und Siliciumcarbidscheiben;Hochwertige Diamant- und CSS-Abrichtplatten zum Abrichten aller Korund- und Siliciumcarbidscheiben. Geeignet für stationäre Abrichter. ;Die Abrichtplatten stellen eine hochwertige Alternative zu den üblichen Einkorndiamanten dar. Sie eignen Sich zum Abrichten aller Korund- und Siliciumcarbidscheiben. Bevorzugt eingesetzt werden sie zum Abrichten von breiten Scheiben und Profilscheiben mit seichtem Rand. Durch den Einsatz von Abrichtplatten ist es möglich, die höchste Präzision im Abrichtprozess zu erzielen.;Zum stationären Abrichten aller Korund- und Siliciumcarbidscheiben;;;;;;;;Erhältlich in 3 Diamantvarianten;Hohe Wiederholgenauigkeit;;;;DPA80;;;;;;;;;;
853704;50AP 10x33x5 W3R071004;1;ST;Materialunabhängig;Präzision Handel;50AP- ABRICHTPLATTE;9003178537041;9009018537042;21011313;31191502;82079010;DE;S;0;0;rpm;0,009;0,009;kg;50AP-;AP;;0;10 - 2;D/B x T x H/L;10 x 33 x 5;10;33;5;898__50ap2_50ap4_tn477753_tn853704_front_mdb.jpg;898__50ap_diamond_dressing_plate_iso_mdb.jpg;;;;;;;Keine Qualitätslinie;20009;Präzisionsschleifmittel;20066;Abricht- und Schärfwerkzeuge;28388;Abricht- und Schärfwerkzeug;898;Diamant- / CSS-Abrichtplatten stehend für Korund- und Siliciumcarbidscheiben;Tyrolit Abrichtplatte 10x33x5 mm 3 Dia Stäbchen D W3R071004;Abrichtplatte 10x33x5 mm 3 Dia Stäbchen D W3R071004;Tyrolit Abrichtplatte;Tyrolit Abrichtplatte 10x33x5;Tyrolit Abrichtplatte 10x33x5;Tyrolit Abrichtplatte;3 Dia Stäbchen;Diamant- / CSS-Abrichtplatten stehend;für Korund- und Siliciumcarbidscheiben;Hochwertige Diamant- und CSS-Abrichtplatten zum Abrichten aller Korund- und Siliciumcarbidscheiben. Geeignet für stationäre Abrichter. ;Die Abrichtplatten stellen eine hochwertige Alternative zu den üblichen Einkorndiamanten dar. Sie eignen Sich zum Abrichten aller Korund- und Siliciumcarbidscheiben. Bevorzugt eingesetzt werden sie zum Abrichten von breiten Scheiben und Profilscheiben mit seichtem Rand. Durch den Einsatz von Abrichtplatten ist es möglich, die höchste Präzision im Abrichtprozess zu erzielen.;Zum stationären Abrichten aller Korund- und Siliciumcarbidscheiben;;;;;;;;Erhältlich in 3 Diamantvarianten;Hohe Wiederholgenauigkeit;;;;DPA80;;;;;;;;;;
854317;"HOHL3 14x400xR1/2"" CDLP1";1;ST;Beton;Baufachhandel;HOHL3 DIAMANT - HOHLBOHRER;9003178543172;9009018543173;21011313;31191506;82075010;AT;S;0;0;rpm;0,411;0,391;kg;HOHL3;;;40;14 - 2,5 - 7;D x T x Y/AUFN;"14 x 400 x R1/2""";14;400;0;546__hohl3_24x400x1-2_cdlp_tn475000_front_mdb.jpg;546__hohl3_24x400x1-2_cdlp_tn475000_front_mdb.jpg;546__hohl3_24x400x1-2_cdlp_tn475000_iso_2_mdb.jpg;546__hohl3_24x400x1-2_cdlp_tn475000_iso_1_mdb.jpg;;;;;PREMIUM;20011;Diamantwerkzeuge;20105;Nassbohrkronen;62;Kernbohren;546;CDL Nassbohrkronen für armierten Beton | in TGD® Technologie (ab Ø 47mm);"Tyrolit CDL Nassbohrkronen TGD® PREMIUM Beton 14x400xR1/2""";"CDL Nassbohrkronen TGD® PREMIUM Beton 14x400xR1/2""";"CDL Nassbohrkronen TGD® PREMIUM 14x400xR1/2""";"CDL Nassbohrkronen 14x400xR1/2""";CDL Nassbohrkronen;CDL Nassbohrkronen;;CDL Nassbohrkronen;für armierten Beton | in TGD® Technologie (ab Ø 47mm);Bohrmotoren bis 3,5?kW für weiche bis mittelharte Betonzuschläge – mit segmentierten Bohrern ab Ø?47?mm und TGD® Technologie für konstant hohe Leistung, sichere Anwendung und einfache Kernentfernung.;Bohrmotoren bis 3,5 kW | weiche bis mittelharte Betonzuschläge. Qualitätswerkzeuge fu?r höchste Anspru?che und maximale Wirtschaftlichkeit. Ausgezeichnete und konstante Leistung, universeller Einsatz und problemlose Kernentfernung. Segmentierte Bohrer ab Ø 47 mm mit TGD® Technologie und Segmenthöhe von 11,3 mm. Lasergeschweißte Segmente bis Ø 300 mm fu?r höchste Sicherheit.;Zur Bearbeitung von weichen bis harten Betonzuschlägen;"Ø 10 mm bis 42 mm mit einer Nutzlänge von 400mm und R 1/2"" Aufnahme; Ø 47 mm bis 500 mm mit einer Nutzlänge von 450 mm und 1 1/4"" Aufnahme; Ø 52 mm bis 250 mm mit einer Nutzlänge von 500 mm und PIXIE Aufnahme";Für Bohrmotoren bis 3,5 kW;Für wenig bis hoch abrasiven Beton;Ab Ø 300 mm wird als Aufnahme der Großlochflansch (GR-F) empfohlen;;;;Die Tyrolit TGD®-Technologie ermöglicht durch intelligente Diamantverteilung eine optimale Kühlung und gesteigerte Produktivität ohne Kraftaufwand;"Segmentierter Diamantbohrer ab Ø 47 mm mit TGD® Technologie und Segmenthöhe von 11,3 mm; Lasergeschweißte Segmente bis Ø 300 mm für höchste Sicherheit";;;;DGL30;https://vimeo.com/128994334;PROD;;;;;;;;
85536;1 250x25x51 SD78A46II8PVB3F;1;ST;"Stahl;HSS;Edelstahl";Präzision Handel;1 GERADE SCHLEIFSCHEIBE;9003170855365;;21011311;31191506;68042230;AT;S;35;0;rpm;2,396;2,164;kg;1;;gerade Schleifscheibe;46;SD78A 462 II8P VB3 F;D x T x H;250 x 25 x 51;250;25;51;32386__1_250x25x51_97a462h8av237_tn85536_front_mdb.jpg;32386__1_250x25x51_97a462h8av237_tn85536_front_mdb.jpg;;32386__1_250x25x51_97a462h8av237_tn85536_side_mdb.jpg;32386__1_250x25x51_97a462h8av237_tn85536_iso_mdb.jpg;;;;Keine Qualitätslinie;20009;Präzisionsschleifmittel;20052;Pendelflachschleifwerkzeug;31315;Pendelflachschleifwerkzeug;32386;Pendelflachschleifscheiben keramisch konv. für hochlegierte Stähle und HSS;Tyrolit Pendelflachschleifscheibe gerade 250x25x51 A46 V HSS/Stahl;Pendelflachschleifscheibe gerade 250x25x51 A46 V HSS/Stahl;Tyrolit Pendelflachschleifscheibe 250x25x51 HSS/Stahl;Tyrolit Pendelflachschleifscheibe 250x25x51;Tyrolit Pendelflachschleifscheibe;Tyrolit Pendelflachschleifsch.;250x25x51 HSS/Stahl;Pendelflachschleifscheiben keramisch konv.;für hochlegierte Stähle und HSS;Schleifscheibe zum Pendelflachschleifen von Werkstücken aus hochlegierten Stählen und HSS. Geeignet für Flachschleifmaschinen. ;Diese Pendelflachschleifscheibe sichert einen universellen Einsatz auf hochlegierten Stählen und HSS. Dies wird durch den Einsatz von Spezialkorunden und Mischungen mit Sinterkorunden kombiniert mit speziellen Bindungssystemen erzielt. Höchste Zerspanungsleistungen können mit Sinterkorundmischungen wie 454A erreicht werden. Die nächst höhere Qualitätsstufe ist die kunstharzgebundene VIB-STAR CBN-Scheibe von Tyrolit.;Zum Pendelflachschleifen von Werkstücken aus hochlegierten und gehärteten Stählen sowie HSS;Korn mit höherer Zahigkeit zur  Erhöhung der Standzeit auf INOX und gehärteten Stählen -> führt zu hohen Schleifdruck;;;;;;;Gute Zerspanungsleistung;Universell einsetzbar;Hohe Wirtschaftlichkeit;;;AKV20;;;;;;;;;;
855818;42F 230x3,5x22,23 ZA30P-BFP;25;ST;Guss;Trennen global;42 TRENNSCHEIBE GEKR.,GEWEBEV.;9003178558183;9009018558184;21011315;31191506;68042218;AT;X;80;0;rpm;0,326;0,319;kg;42;F;gekröpfte Trennscheibe;30;ZA 30 P- BFP;D x U x H;230 x 3,5 x 22,23;230;3,5;22,23;15127__41_230x3x22-23_za30p-bfp_soft_tn34608662_mdb.jpg;15127__41_230x3x22-23_za30p-bfp_soft_tn34608662_mdb.jpg;;15127__42_178x3_5x22_23_za30r-bfxa_tn929887_side_mdb.jpg;;;;;PREMIUM;19999;Trennscheiben;20001;Freihand Trennscheiben;38;Winkelschleifer;15127;PREMIUM Trennscheiben für Gusseisen;Tyrolit Trennscheibe gekröpft 230x3,5x22,23 mm ZA30 PREMIUM Guss;Trennscheibe gekröpft 230x3,5x22,23 mm ZA30 PREMIUM Guss;Tyrolit Trennscheibe 230x3,5x22,23 mm ZA30 Guss;Tyrolit Trennscheibe 230x3,5x22,23 Guss;Tyrolit Trennscheibe 230x3,5x22,23 mm;Tyrolit Trennscheibe PREMIUM; 230x3,5x22,23 Guss;PREMIUM Trennscheiben;für Gusseisen;Hochleistungswerkzeug zur Bearbeitung von verschiedenen Gusswerkstoffen. Geeignet für alle gängigen 230mm-Winkelschleifer. ;Die PREMIUM Trennscheibe wurde speziell für das komfortable Arbeiten auf allen Gusswerkstoffen entwickelt. Dank einer innovativen Fertigungstechnologie kombiniert mit der Verwendung eines hochwertigen Zirkonkorunds besitzt dieses Werkzeug eine außergewöhnliche Schnittigkeit. Die Trennscheibe steht in 3 verschiedenen Härtegraden zur Verfügung - somit sind Sie für jegliche Anwendung auf Guss bestens gerüstet. ;Zur Bearbeitung von Gusswerkstoffen ;;;HARD (R): längere Lebensdauer;MEDIUM (P): Allround Lösung – hohe Schnittigkeit und wirtschaftliche Lebensdauer;SOFT (N): höchste Schnittigkeit und Aggressivität;Typennummer 5496: besonders für versandete Gussmaterialien geeignet;;Höchste Aggressivität dank innovativer Fertigungstechnologie;Neues Bindungssystem kombiniert mit hochwertigem Zirkonkorund ermöglicht kürzeste Trennzeiten;Maximaler Komfort bei der Bearbeitung härtester Werkstücke;Beste Standzeit für wirtschaftliches Arbeiten;;ABH2002;;;;;;;;;;
856232;50EA 9,3x31,5x8 DD10ST;1;ST;Materialunabhängig;Präzision Handel;50EA-L EINKORNABRICHTER;9003178562326;;21011313;31191506;82079010;AT;S;0;0;rpm;0,014;0,014;kg;50EA-L;EA;;10;MK0;D/B x T x H/L;9,3 x 31,5 x 8;9,3;31,5;8;9507__50ea_single-grain_dresser_iso_mdb.jpg;9507__50ea_single-grain_dresser_iso_mdb.jpg;;;;;;;Keine Qualitätslinie;20009;Präzisionsschleifmittel;20066;Abricht- und Schärfwerkzeuge;28388;Abricht- und Schärfwerkzeug;9507;Einkorn-/ Mehrkorn-/ Vielkornabrichter 50EA für Korund- und Siliciumcarbidscheiben;Tyrolit Einkornabrichter 9,3x31,5 mm MK0 D ct 1,0;Einkornabrichter 9,3x31,5 mm MK0 D ct 1,0;Tyrolit Einkornabrichter;Tyrolit Einkornabrichter 9,3x31,5;Tyrolit Einkornabrichter 9,3x31,5;Tyrolit Einkornabrichter;9,3x31,5 mm;Einkorn-/ Mehrkorn-/ Vielkornabrichter 50EA;für Korund- und Siliciumcarbidscheiben;Stehende Einkorn-, Mehrkorn- und Vielkornabrichter zum Abrichten aller Korund- und Siliciumcarbidscheiben. Geeignet für stationäre Abrichter. ;Die Tyrolit Ein-, Mehr- und Vielkornabrichter eignen sich zum Abrichten aller Korund- und Siliciumcarbidscheiben. Mehr- und Vielkornabrichter werden häufig für Flach- und Außenrundscheiben verwendet. Große und breite Scheiben erfordern eine höhere Karatzahl, um den Diamantverschleiß zu reduzieren.Einkornabrichter sind nach Diamantgrößen gestaffelt. Mehr- und Vielkornabrichter haben daher einen höheren Karatgehalt.;Zum Abrichten aller Korund- und Siliciumcarbidscheiben;;;;;;;;Geringer Verschleiß;Kurze Abrichtzeit;;;;DPA90;;;;;;;;;;
858531;1A1R 200x1,2x20 D126C100B53ST;1;ST;Hartmetall;"Trennen global;Präzision Handel;B2C Shop";1A1R GERADE SCHLEIFSCHEIBE;9003178585318;9009018585319;21011311;31191506;68042100;AT;S;63;0;rpm;0,347;0,203;kg;1A1R;R;;126;1,2 - 7;D x T x H;200 x 1,2 x 20;200;1,2;20;940__1a1r_150x1x20_1-7_b151c100b53_tn494701_front_mdb.jpg;940__1a1r_150x1x20_1-7_b151c100b53_tn494701_front_mdb.jpg;;;;;;;Keine Qualitätslinie;19999;Trennscheiben;20108;Stationäre Trennscheiben;249;Stationäre Trennmaschine;940;PREMIUM Trennen von rotierenden Werkzeugen für Hartmetall;Tyrolit Diamanttrennscheibe 200x1,2x20 mm D126 B PREMIUM Hartmetall;Diamanttrennscheibe 200x1,2x20 mm D126 B PREMIUM Hartmetall;Tyrolit Diamanttrennscheibe 200x1,2x20 mm PREMIUM Hartmetall;Tyrolit Diamanttrennscheibe 200x1,2x20 Hartmetall;Tyrolit Diamanttrennscheibe 200x1,2x20;Tyrolit Diamanttrennscheibe;PREMIUM 200x1,2x20 Hartmetall;PREMIUM Trennen von rotierenden Werkzeugen;für Hartmetall;Diamant-Hochleistungstrennscheibe zum stationären Nasstrennen von rotierenden Werkzeugen aus Hartmetall. Geeignet für alle gängigen stationären Trennmaschinen. ;Die PREMIUM Diamant-Trennscheibe von Tyrolit bietet Ihnen zahlreiche Vorteile bei der Bearbeitung von rotierenden Werkzeugen aus Hartmetall. Dank des innovativen Bindungssystems, in Kombination mit der passenden Kornqualität, können perfekte Schnittleistungen und höchste Standzeiten erreicht werden. Der äußerst kühle Schnitt dieser Werkzeuge führt zu präzisesten Ergebnissen und optimaler Verschleißfestigkeit, wodurch Ihre Fertigungsprozesse auf ein neues Leistungsniveau gehoben werden.;Diamant-Hochleistungstrennscheibe für die Anwendung auf Hartmetall;Zum Nasstrennen auf stationären Maschinen ;;Max. Arbeitshöchstgeschwindigkeit von 50 m/s mit manuellem oder automatischem Vorschub;;;;;Perfekte Schnittleistung dank innovativem Bindungssystem und passender Kornqualität ;;;;;DPD20;;;;;;;;;;
